time_ms,seq,accountnumber,ageoldestrecord,agenewestrecord,recentupdate,srcsconfirmidaddrcount,creditbureaurecord,verificationfailure,ssnnotfound,ssnfoundother,verifiedname,verifiedssn,verifiedphone,verifiedaddress,verifieddob,ageriskindicator,subjectssncount,subjectaddrcount,subjectphonecount,subjectssnrecentcount,subjectaddrrecentcount,subjectphonerecentcount,ssnidentitiescount,ssnaddrcount,ssnidentitiesrecentcount,ssnaddrrecentcount,inputaddrphonecount,inputaddrphonerecentcount,phoneidentitiescount,phoneidentitiesrecentcount,phoneother,ssnlastnamecount,subjectlastnamecount,lastnamechangeage,lastnamechangecount01,lastnamechangecount03,lastnamechangecount06,lastnamechangecount12,lastnamechangecount24,lastnamechangecount60,sfduaddridentitiescount,sfduaddrssncount,ssnagedeceased,ssnrecent,ssnlowissueage,ssnhighissueage,ssnissuestate,ssnnonus,ssn3years,ssnafter5,ssnproblems,relativescount,relativesbankruptcycount,relativesfelonycount,relativespropownedcount,relativespropownedtaxtotal,relativesdistanceclosest,inputaddrageoldestrecord,inputaddragenewestrecord,inputaddrhistoricalmatch,inputaddrlenofres,inputaddrdwelltype,inputaddrdelivery,inputaddrapplicantowned,inputaddrfamilyowned,inputaddroccupantowned,inputaddragelastsale,inputaddrlastsalesprice,inputaddrmortgagetype,inputaddrnotprimaryres,inputaddractivephonelist,inputaddrtaxvalue,inputaddrtaxyr,inputaddrtaxmarketvalue,inputaddravmvalue,inputaddravmvalue12,inputaddravmvalue60,inputaddrcountyindex,inputaddrtractindex,inputaddrblockindex,inputaddrmedianincome,inputaddrmedianvalue,inputaddrmurderindex,inputaddrcartheftindex,inputaddrburglaryindex,inputaddrcrimeindex,inputaddrmobilityindex,inputaddrvacantpropcount,inputaddrbusinesscount,inputaddrsinglefamilycount,inputaddrmultifamilycount,curraddrageoldestrecord,curraddragenewestrecord,curraddrlenofres,curraddrdwelltype,curraddrapplicantowned,curraddrfamilyowned,curraddroccupantowned,curraddragelastsale,curraddrlastsalesprice,curraddrmortgagetype,curraddractivephonelist,curraddrtaxvalue,curraddrtaxyr,curraddrtaxmarketvalue,curraddravmvalue,curraddravmvalue12,curraddravmvalue60,curraddrcountyindex,curraddrtractindex,curraddrblockindex,curraddrmedianincome,curraddrmedianvalue,curraddrmurderindex,curraddrcartheftindex,curraddrburglaryindex,curraddrcrimeindex,prevaddrageoldestrecord,prevaddragenewestrecord,prevaddrlenofres,prevaddrdwelltype,prevaddrapplicantowned,prevaddrfamilyowned,prevaddroccupantowned,prevaddragelastsale,prevaddrlastsalesprice,prevaddrtaxvalue,prevaddrtaxyr,prevaddrtaxmarketvalue,prevaddravmvalue,prevaddrcountyindex,prevaddrtractindex,prevaddrblockindex,prevaddrmedianincome,prevaddrmedianvalue,prevaddrmurderindex,prevaddrcartheftindex,prevaddrburglaryindex,prevaddrcrimeindex,addrmostrecentdistance,addrmostrecentstatediff,addrmostrecenttaxdiff,addrmostrecentmoveage,addrmostrecentincomediff,addrmostrecentvaluediff,addrmostrecentcrimediff,addrrecentecontrajectory,addrrecentecontrajectoryindex,educationattendedcollege,educationprogram2yr,educationprogram4yr,educationprogramgraduate,educationinstitutionprivate,educationinstitutionrating,educationfieldofstudytype,addrstability,statusmostrecent,statusprevious,statusnextprevious,addrchangecount01,addrchangecount03,addrchangecount06,addrchangecount12,addrchangecount24,addrchangecount60,estimatedannualincome,assetowner,propertyowner,propownedcount,propownedtaxtotal,propownedhistoricalcount,propageoldestpurchase,propagenewestpurchase,propagenewestsale,propnewestsaleprice,propnewestsalepurchaseindex,proppurchasedcount01,proppurchasedcount03,proppurchasedcount06,proppurchasedcount12,proppurchasedcount24,proppurchasedcount60,propsoldcount01,propsoldcount03,propsoldcount06,propsoldcount12,propsoldcount24,propsoldcount60,watercraftowner,watercraftcount,watercraftcount01,watercraftcount03,watercraftcount06,watercraftcount12,watercraftcount24,watercraftcount60,aircraftowner,aircraftcount,aircraftcount01,aircraftcount03,aircraftcount06,aircraftcount12,aircraftcount24,aircraftcount60,wealthindex,businessactiveassociation,businessinactiveassociation,businessassociationage,businesstitle,businessinputaddrcount,derogseverityindex,derogcount,derogrecentcount,derogage,felonycount,felonyage,felonycount01,felonycount03,felonycount06,felonycount12,felonycount24,felonycount60,arrestcount,arrestage,arrestcount01,arrestcount03,arrestcount06,arrestcount12,arrestcount24,arrestcount60,liencount,lienfiledcount,lienfiledtotal,lienfiledage,lienfiledcount01,lienfiledcount03,lienfiledcount06,lienfiledcount12,lienfiledcount24,lienfiledcount60,lienreleasedcount,lienreleasedtotal,lienreleasedage,lienreleasedcount01,lienreleasedcount03,lienreleasedcount06,lienreleasedcount12,lienreleasedcount24,lienreleasedcount60,bankruptcycount,bankruptcyage,bankruptcytype,bankruptcystatus,bankruptcycount01,bankruptcycount03,bankruptcycount06,bankruptcycount12,bankruptcycount24,bankruptcycount60,evictioncount,evictionage,evictioncount01,evictioncount03,evictioncount06,evictioncount12,evictioncount24,evictioncount60,accidentcount,accidentage,recentactivityindex,nonderogcount,nonderogcount01,nonderogcount03,nonderogcount06,nonderogcount12,nonderogcount24,nonderogcount60,voterregistrationrecord,profliccount,proflicage,proflictypecategory,proflicexpired,profliccount01,profliccount03,profliccount06,profliccount12,profliccount24,profliccount60,prsearchlocatecount,prsearchlocatecount01,prsearchlocatecount03,prsearchlocatecount06,prsearchlocatecount12,prsearchlocatecount24,prsearchpersonalfinancecount,prsearchpersonalfinancecount01,prsearchpersonalfinancecount03,prsearchpersonalfinancecount06,prsearchpersonalfinancecount12,prsearchpersonalfinancecount24,prsearchothercount,prsearchothercount01,prsearchothercount03,prsearchothercount06,prsearchothercount12,prsearchothercount24,prsearchidentityssns,prsearchidentityaddrs,prsearchidentityphones,prsearchssnidentities,prsearchaddridentities,prsearchphoneidentities,subprimeofferrequestcount,subprimeofferrequestcount01,subprimeofferrequestcount03,subprimeofferrequestcount06,subprimeofferrequestcount12,subprimeofferrequestcount24,subprimeofferrequestcount60,inputphonemobile,inputphonetype,inputphoneservicetype,inputareacodechange,phoneedaageoldestrecord,phoneedaagenewestrecord,phoneotherageoldestrecord,phoneotheragenewestrecord,inputphonehighrisk,inputphoneproblems,onlinedirectory,inputaddrsiccode,inputaddrvalidation,inputaddrerrorcode,inputaddrhighrisk,curraddrcorrectional,prevaddrcorrectional,historicaladdrcorrectional,inputaddrproblems,donotmail,identityrisklevel,idverrisklevel,idveraddressassoccount,idverssncreditbureaucount,idverssncreditbureaudelete,sourcerisklevel,sourcewatchlist,sourceorderactivity,sourceordersourcecount,sourceorderagelastorder,variationrisklevel,variationidentitycount,variationmsourcesssncount,variationmsourcesssnunrelcount,variationdobcount,variationdobcountnew,searchvelocityrisklevel,searchunverifiedssncountyear,searchunverifiedaddrcountyear,searchunverifieddobcountyear,searchunverifiedphonecountyear,assocrisklevel,assocsuspicousidentitiescount,assoccreditbureauonlycount,assoccreditbureauonlycountnew,assoccreditbureauonlycountmonth,assochighrisktopologycount,validationrisklevel,correlationrisklevel,divrisklevel,divssnidentitymsourcecount,divssnidentitymsourceurelcount,divssnlnamecountnew,divssnaddrmsourcecount,divaddridentitycount,divaddridentitycountnew,divaddridentitymsourcecount,divaddrsuspidentitycountnew,divaddrssncount,divaddrssncountnew,divaddrssnmsourcecount,divsearchaddrsuspidentitycount,searchcomponentrisklevel,searchssnsearchcount,searchaddrsearchcount,searchphonesearchcount,componentcharrisklevel,errorcode,historydate,did,fnamepop,lnamepop,addrpop,ssnlength,dobpop,emailpop,ipaddrpop,hphnpop
907,2115,2115,373,1,1,6,1,0,0,0,3,2,-1,1,7,21,2,12,0,0,0,0,2,9,0,0,5,0,0,0,-1,0,4,278,0,0,0,0,0,0,0,0,-1,0,538,526,MI,0,0,0,0,4,1,0,2,-1,0,82,1,1,81,H,-1,0,0,0,127,425000,-1,1,0,352100,2015,0,455919,436330,315676,1.51,2.12,2.08,39471,240441,123,181,94,119,0.2,31,15,219,255,22,1,21,S,1,0,0,23,246800,-1,0,247100,2019,0,270509,271274,0,0.9,1.24,1.26,23669,221795,176,193,134,183,39,1,38,S,0,0,0,-1,-1,321400,2019,0,353002,1.17,1.61,1.61,47945,251329,178,192,164,172,0,0,30700,39,-8474,-10888,-53,CE,3,0,-1,-1,-1,-1,-1,-1,3,O,U,-1,0,0,0,0,0,1,81000,1,1,1,0,2,151,23,67,208313,0.73,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,-1,ELECTRICIAN,5,3,7,0,63,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,7,5,6888,63,0,0,0,0,0,0,2,6561,63,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,11,3,4,4,4,6,7,1,0,-1,-1,-1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,1,37,0,1,1,2,23,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,175,47,185,41,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,3,0,3,0,3,0,0,0,-1,2,1,1,1,2,0,7,1,1,0,0,1,0,0,0,0,0,1,7,1,1,1,0,9,0,0,0,0,0,0,0,0,1,22,7,-1,4,,999999,1176696460,1,1,1,0,1,0,0,0
831,2120,2120,300,1,1,4,1,0,0,0,3,2,0,1,7,21,1,18,0,0,0,0,1,17,0,0,0,0,0,0,-1,0,1,297,0,0,0,0,0,0,9,7,-1,0,429,392,PA,0,0,0,0,11,0,1,6,1158920,0,105,1,2,104,S,-1,0,0,0,-1,-1,-1,0,0,55000,2017,0,0,0,0,0,0,0,76202,244845,13,31,11,8,0.5,255,255,240,140,105,1,104,S,0,0,0,-1,-1,-1,0,55000,2017,0,0,0,0,0,0,0,76202,244845,13,31,11,8,131,79,52,S,0,0,0,-1,-1,0,-1,0,0,0,0,0,121646,456393,56,18,25,40,6,0,-1,131,-45444,-211548,-32,CC,4,0,-1,-1,-1,-1,-1,-1,6,U,U,R,0,0,0,0,0,0,87000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,31,3,1,0,302,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,302,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,2,6,3,3,3,3,3,3,0,0,-1,-1,-1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,-1,80,57,148,3,0,5,0,-1,V,10.2,0,0,0,0,0,0,1,2,0,3,0,6,1,0,0,-1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,1,1,7,1,1,1,0,10,9,1,9,0,7,1,7,0,1,1,1,0,3,,999999,2371677358,1,1,1,0,1,0,0,1
1407,2125,2125,260,1,1,6,1,0,0,0,3,2,-1,1,7,21,2,15,0,0,0,0,2,18,0,0,0,0,0,0,-1,0,4,238,0,0,0,0,0,0,11,7,-1,0,405,392,NC,0,0,0,0,22,11,1,10,985128,0,116,1,2,115,S,-1,0,0,0,215,40000,-1,0,0,81800,2018,81800,101443,87187,72048,0.91,1.05,1.08,45977,88214,79,13,111,97,0.2,238,19,255,0,116,1,115,S,0,0,0,215,40000,-1,0,81800,2018,81800,101443,87187,72048,0.91,1.05,1.08,45977,88214,79,13,111,97,43,1,42,S,1,0,0,44,0,0,-1,0,190520,1.7,1.39,1.47,68519,143164,109,104,105,115,6,0,-1,43,-22542,-54950,-18,DE,3,0,-1,-1,-1,-1,-1,-1,6,U,O,O,0,0,0,0,0,1,45000,1,1,3,254830,4,164,44,137,138000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,-1,OPERATOR,6,4,5,0,52,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,2,0,127,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,52,I,Discharged,0,0,0,0,0,1,2,127,0,0,0,0,0,0,2,11,2,10,3,3,3,3,4,6,1,0,-1,-1,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,210,188,133,114,-1,-1,1,-1,V,10.2,0,0,0,0,0,0,1,1,0,3,0,2,0,0,0,-1,1,1,1,1,4,0,2,1,0,0,0,4,3,1,0,0,1,1,5,1,2,1,0,15,11,0,10,0,7,0,7,0,1,2,12,-1,3,,999999,755283218,1,1,1,0,1,0,0,0
3221,2130,2130,97,1,1,4,1,0,-1,-1,3,-1,0,1,-1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,98,0,0,0,0,0,0,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,193800,-1,97,1,2,96,S,-1,0,1,0,105,266000,-1,0,0,193800,2018,193800,299201,304652,255145,2,1.67,1.74,70082,148678,9,16,6,18,0.2,255,68,255,26,97,1,96,S,0,1,0,105,266000,-1,0,193800,2018,193800,299201,304652,255145,2,1.67,1.74,70082,148678,9,16,6,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,O,-1,-1,0,0,0,0,0,0,44000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,4,4,1,1,2,2,2,3,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,1,1,-1,V,10.2,0,0,-1,0,0,0,1,2,0,-1,-1,7,0,0,0,-1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,7,2,-1,-1,-1,-1,5,3,5,1,4,1,4,1,2,-1,12,4,5,,999999,1.77E+11,1,1,1,0,0,0,0,1
3580,2135,2135,250,1,1,0,1,0,0,0,3,2,-1,0,-1,21,1,13,0,0,0,0,1,9,0,0,0,0,0,0,-1,0,3,234,0,0,0,0,0,0,23,19,-1,0,429,405,IA,0,0,0,0,12,2,1,8,274320,2,151,89,1,62,S,-1,0,0,1,60,-1,-1,-1,0,85300,2018,0,120690,88761,0,0.7,0.84,0.77,54114,115574,152,161,142,131,0.3,4,7,255,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,0,0,0,0,0,0,36000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,66,MANAG,0,3,3,0,47,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,3,2,1609,47,0,0,0,0,0,1,1,1220,47,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,9,3,4,4,4,4,5,0,0,-1,-1,-1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,V,10.2,0,-1,-1,0,0,0,1,6,0,3,0,3,0,0,0,-1,1,1,1,1,3,0,6,0,0,0,0,3,2,1,0,0,1,1,6,1,1,1,0,9,23,1,16,0,19,1,15,0,1,5,8,-1,4,,999999,835127123,1,1,1,0,0,0,0,0
765,2140,2140,556,1,1,9,1,0,0,0,3,2,0,1,-1,21,1,5,0,0,0,0,2,6,0,0,1,0,0,0,-1,0,2,351,0,0,0,0,0,0,13,11,-1,0,660,636,FL,0,0,0,0,8,0,0,2,349700,0,280,1,2,279,S,-1,1,0,0,85,-1,3,0,1,338400,2018,349700,376902,388726,317545,1.37,0.92,1.16,167857,450000,3,2,0,0,0.2,2,4,255,0,280,1,279,S,1,0,0,85,0,3,1,338400,2018,349700,376902,388726,317545,1.37,0.92,1.16,167857,450000,3,2,0,0,556,2,554,S,1,0,0,5,0,262132,2018,262132,0,0,0,0,44808,249664,126,153,130,141,1283,1,76268,556,123049,200336,-141,CC,4,0,-1,-1,-1,-1,-1,-1,6,O,O,U,0,0,0,0,0,0,93000,1,1,1,349700,2,46,46,6,360000,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,13,1,9,3,4,4,4,4,5,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,2,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,10,-1,222,108,-1,-1,0,0,0,-1,V,10.2,0,0,0,0,0,0,1,2,1,3,0,4,0,0,0,-1,2,2,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,1,4,1,1,1,0,4,13,1,13,0,11,0,11,0,1,3,4,2,2,,999999,1522649409,1,1,1,0,0,0,0,1
807,2145,2145,191,1,1,4,1,0,0,0,3,2,0,1,-1,21,2,25,0,0,0,0,2,23,0,0,0,0,0,0,-1,0,3,190,0,0,0,0,0,0,55,41,-1,0,417,380,IL,0,0,0,0,25,6,3,3,320603,0,29,1,1,28,S,-1,0,0,1,23,-1,-1,1,0,9120,2017,0,20846,23054,0,0.26,0.32,0.26,26000,43378,188,190,183,186,0.3,55,43,255,4,17,1,16,H,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,33103,20577,183,175,198,181,48,1,47,S,0,0,0,-1,-1,0,-1,0,0,0,0,0,38000,87800,180,174,114,176,0,0,-1,48,-12000,-44422,10,FF,1,0,-1,-1,-1,-1,-1,-1,4,R,U,-1,0,0,0,0,1,4,28000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,4,3,1,0,151,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,800,151,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,38,2,5,3,3,3,3,4,5,0,0,-1,-1,-1,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,10,-1,194,75,182,75,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,3,0,3,0,7,0,0,0,-1,1,1,2,2,1,0,6,0,0,0,0,5,2,0,0,0,3,1,8,1,1,1,0,17,55,1,39,1,41,0,30,0,1,17,16,11,4,,999999,35111154673,1,1,1,0,0,0,0,1
2066,2150,2150,262,1,1,5,1,0,0,0,3,2,0,1,-1,21,1,9,0,0,0,0,1,8,0,0,0,0,0,0,-1,0,2,186,0,0,0,0,0,0,25,21,-1,0,465,441,CA,0,0,0,0,11,3,0,2,150700,0,165,1,2,164,S,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,55114,271154,51,90,83,58,0.3,5,10,255,57,165,1,164,S,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,55114,271154,51,90,83,58,144,31,113,S,0,1,0,2,0,199410,2018,0,301500,0.5,0.86,0.9,49306,296458,174,189,136,129,0,0,-1,144,5808,-25304,-71,CC,4,0,-1,-1,-1,-1,-1,-1,6,U,O,U,0,0,0,0,0,1,75000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,2,7,3,3,3,3,3,4,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,10,-1,131,127,131,130,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,2,1,3,0,6,0,0,0,-1,1,2,1,1,2,0,2,0,0,0,1,2,2,0,0,0,0,1,7,1,1,1,0,7,25,0,19,0,21,0,17,0,1,4,34,0,3,,999999,1950561742,1,1,1,0,0,0,0,1
1297,2155,2155,339,1,1,4,1,0,0,0,3,2,0,1,-1,21,1,22,0,0,0,0,2,18,0,0,0,0,0,0,-1,0,3,269,0,0,0,0,0,0,31,22,-1,0,538,514,NY,0,0,0,0,12,2,0,4,74291,0,116,1,1,115,S,-1,0,0,0,195,190000,-1,1,0,241836,2018,0,250000,250000,124000,0.99,0.79,0.79,67475,296828,51,35,92,54,0.3,30,12,255,144,35,1,34,S,0,1,0,17,0,-1,0,61987,2018,177106,256412,220679,163990,0.9,0.95,0.93,75856,259217,117,138,106,100,116,1,115,S,0,0,0,195,190000,241836,2018,0,250000,0.99,0.79,0.79,67475,296828,51,35,92,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,O,U,R,0,0,0,0,0,1,77000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,2,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,22,2,7,3,3,3,3,3,4,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,1,1,12,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,10,1,213,141,169,100,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,3,0,3,0,6,0,0,0,-1,1,4,1,1,1,0,6,0,0,0,1,2,2,0,0,0,0,1,6,2,2,1,0,16,31,0,25,0,22,0,18,1,1,5,10,10,5,,999999,1985258479,1,1,1,0,0,0,0,1
1843,2160,2160,279,1,1,4,1,0,0,0,3,2,-1,1,-1,21,2,15,0,0,1,0,3,14,0,1,0,0,0,0,-1,0,1,276,0,0,0,0,0,0,35,31,-1,0,392,368,IL,0,0,0,0,8,3,2,0,-1,0,89,36,1,53,S,-1,0,0,1,7,-1,-1,1,0,15279,2017,152790,194000,160000,130000,0.84,1.28,1.21,63462,175951,90,92,67,98,0.3,28,7,255,159,8,1,7,S,0,0,1,20,32500,-1,0,9251,2017,92510,116000,32500,37000,0.5,1.52,1.37,37406,120890,144,153,149,98,36,1,35,S,0,0,1,60,0,19615,2017,196150,240000,1.03,1.18,1.5,94500,249272,47,92,40,42,0,0,-4336,36,-31038,-73321,56,DD,3,0,-1,-1,-1,-1,-1,-1,3,U,U,-1,1,1,1,1,3,7,36000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-1,8,4,12,6,3,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,6,4,9530,3,0,0,2,2,2,2,2,5335,3,0,0,1,1,1,1,1,46,I,Dismissed,0,0,0,0,0,1,5,3,0,0,3,3,3,3,3,16,3,7,3,3,3,3,4,6,0,0,44,2,-1,0,0,0,0,0,2,5,0,1,1,1,1,20,0,5,5,5,6,21,0,3,4,4,5,1,1,1,1,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,126,124,-1,-1,-1,-1,1,-1,V,14.3,0,0,0,0,0,0,1,1,2,3,0,5,0,0,0,-1,3,1,2,2,2,1,7,0,0,0,1,5,3,0,0,0,2,1,7,2,2,2,0,12,35,2,32,0,31,2,29,1,1,35,18,-1,2,,999999,1555848016,1,1,1,0,0,0,0,0
2025,2165,2165,220,1,1,5,1,0,0,0,3,2,0,1,-1,21,2,5,0,0,0,0,2,5,0,0,0,0,0,0,-1,0,2,145,0,0,0,0,0,0,34,24,-1,0,303,285,AL,0,0,0,0,18,2,0,8,459629,0,71,1,2,70,S,-1,0,1,0,96,28000,-1,0,0,5760,2017,57500,34429,38550,29200,0.41,1,1,31087,68304,191,181,147,194,0.3,179,59,255,56,71,1,70,S,0,1,0,96,28000,-1,0,5760,2017,57500,34429,38550,29200,0.41,1,1,31087,68304,191,181,147,194,27,27,1,H,0,0,0,-1,-1,0,-1,0,0,0,0,0,43760,92778,116,93,172,124,8,0,-1,27,-12673,-24474,70,FF,1,0,-1,-1,-1,-1,-1,-1,3,O,R,U,0,0,0,0,0,2,21000,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,4,2,0,12,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,4995,12,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,12,0,0,0,0,1,1,0,-1,4,5,1,1,1,1,1,3,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,0,0,0,0,1,1,1,1,3,2,0,0,0,0,0,0,0,0,3,28,-1,-1,-1,129,42,0,0,1,-1,V,10.2,0,0,0,0,0,0,1,2,4,2,0,7,0,0,0,-1,1,1,2,2,1,0,7,0,0,0,1,4,4,1,0,0,0,1,8,2,2,1,0,4,34,1,23,0,24,0,21,1,1,3,3,1,5,,999999,1.90E+11,1,1,1,0,0,0,0,1
